Année;Numéro;Département;Code INSEE;Nom de la commune;Date de première alerte;Surface parcourue (m2);Surface forêt (m2);Surface maquis garrigues (m2);Autres surfaces naturelles hors forêt (m2);Surfaces agricoles (m2);Autres surfaces (m2);Surface autres terres boisées (m2);Surfaces non boisées naturelles (m2);Surfaces non boisées artificialisées (m2);Surfaces non boisées (m2);Précision des surfaces;Type de peuplement;Nature;Décès ou bâtiments touchés;Nombre de décès;Nombre de bâtiments totalement détruits;Nombre de bâtiments partiellement détruits;Précision de la donnée
2024;20129;13;13056;Martigues;08/05/2024 19:59;10;10;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;25956;73;73107;Entremont-le-Vieux;10/05/2024 14:12;800;800;;0;0;0;;;;;Mesurées;;;;;;;Données partielles ou non valides
2024;27907;84;84091;Piolenc;10/05/2024 17:15;20;20;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;19629;74;74042;Bonneville;11/05/2024 10:28;1;1;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;20105;56;56229;Saint-Martin-sur-Oust;11/05/2024 11:31;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27011;40;40154;Lévignacq;11/05/2024 20:50;3000;3000;;0;0;0;;;;;Estimées;;Naturelle;Non;0;0;0;
2024;27359;77;77186;Fontainebleau;12/05/2024 13:18;5;5;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;26215;972;97208;Fonds-Saint-Denis;12/05/2024 15:33;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27012;40;40227;Pissos;12/05/2024 15:34;50;50;;0;0;0;;;;;Estimées;;Naturelle;Non;0;0;0;
2024;27013;40;40182;Mézos;12/05/2024 16:35;1;1;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;29559;25;25417;Naisey-les-Granges;12/05/2024 17:11;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20130;13;13005;Aubagne;12/05/2024 18:46;5;5;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;25818;72;72058;Changé;13/05/2024 00:06;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19552;2B;2B229;Pietroso;13/05/2024 15:22;4000;0;4000;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;20131;13;13072;Peynier;14/05/2024 00:44;20;20;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27226;2A;2A114;Figari;14/05/2024 16:52;200;0;200;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20106;56;56081;Guiscriff;16/05/2024 15:53;20;20;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27014;40;40065;Capbreton;17/05/2024 15:57;53;50;;0;3;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;27228;2A;2A104;Eccica-Suarella;18/05/2024 11:11;40;0;40;0;0;0;;;;;Estimées;;;Non;;;;
2024;19556;2B;2B179;Novale;18/05/2024 11:33;5000;0;5000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27227;2A;2A006;Alata;18/05/2024 16:57;30;0;30;0;0;0;;;;;Estimées;;;Non;;;;
2024;20757;11;11161;Gardie;19/05/2024 12:02;50;50;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19560;2B;2B020;Aregno;22/05/2024 14:13;5500;0;5500;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20761;11;11188;La Palme;24/05/2024 12:17;100;0;100;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;25820;72;72221;Nogent-sur-Loir;25/05/2024 19:01;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27229;2A;2A032;Bastelicaccia;26/05/2024 14:03;20;0;20;0;0;0;;;;;Estimées;;;Non;;;;
2024;28370;30;30052;Bréau-Mars;26/05/2024 16:01;1000;1000;;;;;;;;;Estimées;;;Non;;;;
2024;20768;11;11262;Narbonne;26/05/2024 23:13;2000;0;2000;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19657;2B;2B034;Belgodère;27/05/2024 11:12;3000;0;3000;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;27232;2A;2A103;Cuttoli-Corticchiato;27/05/2024 14:08;50;0;50;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;27231;2A;2A065;Cargèse;27/05/2024 16:03;50;0;50;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;27230;2A;2A272;Sartène;27/05/2024 18:14;3000;0;3000;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;20133;13;13059;Meyrargues;27/05/2024 18:55;20;20;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;27234;2A;2A247;Porto-Vecchio;28/05/2024 13:14;500;0;500;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;27235;2A;2A310;Santa-Maria-Figaniella;28/05/2024 17:20;150;0;150;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;27233;2A;2A114;Figari;28/05/2024 17:20;15;0;15;0;0;0;;;;;Estimées;;;Non;;;;
2024;20134;13;13002;Allauch;28/05/2024 18:54;20;20;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20135;13;13028;La Ciotat;29/05/2024 06:11;2;2;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27236;2A;2A130;Grosseto-Prugna;30/05/2024 12:35;10;0;10;0;0;0;;;;;Estimées;;;Non;;;;
2024;27237;2A;2A288;Sotta;30/05/2024 12:44;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;20771;11;11116;Cuxac-d'Aude;30/05/2024 14:22;200;0;200;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;28374;30;30346;Vers-Pont-du-Gard;30/05/2024 16:32;1000;1000;;;;;;;;;Estimées;;;Non;;;;
2024;26712;33;33466;Saint-Quentin-de-Baron;30/05/2024 17:48;1;1;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;29553;25;25258;Franois;31/05/2024 09:12;100;100;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20136;13;13039;Fos-sur-Mer;31/05/2024 13:45;100;100;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;19617;34;34165;Montbazin;31/05/2024 16:51;394;0;394;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;27239;2A;2A254;Quenza;31/05/2024 22:00;80;0;80;0;0;0;;;;;Estimées;;;Non;;;;
2024;27238;2A;2A189;Olmeto;31/05/2024 22:22;20;0;20;0;0;0;;;;;Estimées;;;Non;;;;
2024;19660;2B;2B185;Oletta;01/06/2024 11:19;10000;0;10000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20781;11;11185;Lagrasse;03/06/2024 10:42;40;40;0;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;20783;11;11341;Saint-Ferriol;03/06/2024 15:06;230;0;230;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;27016;40;40123;Herm;03/06/2024 16:17;118;118;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20784;11;11202;Leucate;04/06/2024 01:10;100;100;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;20788;11;11296;Pouzols-Minervois;04/06/2024 16:52;350;350;;;;;;;;;Mesurées;;;Non;0;0;0;
2024;26499;17;17074;Bussac-Forêt;05/06/2024 02:29;200;200;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;26715;33;33239;Lerm-et-Musset;05/06/2024 11:29;200;200;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20791;11;11379;Sigean;05/06/2024 15:38;200;0;200;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20138;13;13056;Martigues;07/06/2024 12:15;150;150;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20137;13;13113;Venelles;07/06/2024 12:15;5;5;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20107;56;56122;Loyat;07/06/2024 14:23;500;500;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19712;2B;2B123;Ghisonaccia;07/06/2024 16:50;30000;0;30000;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;27240;2A;2A362;Zonza;07/06/2024 18:05;633;0;633;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20139;13;13033;Ensuès-la-Redonne;07/06/2024 19:44;200;200;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20140;13;13056;Martigues;08/06/2024 16:55;1000;1000;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;20203;89;89083;Charbuy;08/06/2024 17:36;4;4;;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;20260;56;56122;Loyat;08/06/2024 19:18;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19680;13;13055;Marseille;08/06/2024 21:13;40;0;40;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27938;84;84083;Mornas;09/06/2024 01:31;2000;2000;;;;;;;;;Mesurées;;;Non;;;;
2024;27241;2A;2A359;Zicavo;09/06/2024 21:54;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;27939;84;84078;Mondragon;10/06/2024 07:32;1;1;;;;;;;;;Estimées;;;Non;;;;
2024;20141;13;13001;Aix-en-Provence;10/06/2024 16:14;130;130;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;25823;72;72260;Ruaudin;10/06/2024 23:51;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20142;13;13010;Barbentane;11/06/2024 06:03;50;50;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;20799;11;11013;Argens-Minervois;11/06/2024 12:59;10000;0;10000;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;29808;83;83148;Vidauban;11/06/2024 15:03;3006900;2796900;164600;0;0;45400;;;;;Mesurées;;Involontaire (travaux);;;;;Données partielles ou non valides
2024;27941;84;84078;Mondragon;11/06/2024 15:30;50;50;;;;;;;;;Estimées;;;Non;;;;
2024;27942;84;84140;Vaugines;11/06/2024 15:47;700;450;0;0;0;250;;;;;Mesurées;4;;Non;;;;
2024;20261;56;56203;Saint-Aignan;11/06/2024 16:59;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20143;13;13059;Meyrargues;12/06/2024 10:57;200;200;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;19716;2B;2B143;Linguizzetta;12/06/2024 14:14;1500;0;1500;0;0;0;;;;;Estimées;;;Non;;;;
2024;20803;11;11416;Villarzel-Cabardès;12/06/2024 16:22;5000;0;5000;0;0;0;;;;;Mesurées;;;Non;;;;
2024;29658;78;78590;Senlisse;12/06/2024 17:49;5;5;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27946;84;84140;Vaugines;12/06/2024 19:32;1;1;;;;;;;;;Estimées;;;Non;;;;
2024;19719;06;06079;Mandelieu-la-Napoule;12/06/2024 20:37;1000;0;1000;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;19921;74;74078;Clermont;13/06/2024 02:24;5;5;;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;26850;33;33540;Vendays-Montalivet;13/06/2024 06:24;15000;15000;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;27242;2A;2A132;Guargualé;13/06/2024 13:00;800;0;800;0;0;0;;;;;Estimées;;;Non;;;;
2024;19922;74;74043;Bons-en-Chablais;13/06/2024 13:33;1;1;;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;26851;33;33284;Mios;13/06/2024 14:37;10000;10000;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;27243;2A;2A114;Figari;13/06/2024 15:19;800;0;800;0;0;0;;;;;Estimées;;;Non;;;;
2024;19749;66;66205;Tautavel;13/06/2024 15:45;500;0;500;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;20806;11;11179;Labastide-en-Val;13/06/2024 16:36;200;0;200;0;0;0;;;;;Mesurées;;;Non;;;;
2024;27624;2A;2A174;Murzo;14/06/2024 14:35;150;0;150;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;19833;2B;2B143;Linguizzetta;14/06/2024 14:55;200;0;200;0;0;0;;;;;Estimées;;;Non;;;;
2024;20144;13;13091;Saint-Cannat;14/06/2024 19:13;300;300;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20145;13;13038;Fontvieille;16/06/2024 16:55;20;20;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19834;2B;2B143;Linguizzetta;17/06/2024 12:03;1000;0;1000;0;0;0;;;;;Estimées;;;Non;;;;
2024;27019;40;40179;Mées;17/06/2024 15:07;101;1;;100;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20146;13;13056;Martigues;17/06/2024 16:55;1000;1000;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20147;13;13028;La Ciotat;17/06/2024 16:55;2500;2500;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;28739;07;07143;Limony;17/06/2024 18:34;4;0;4;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;20148;13;13005;Aubagne;18/06/2024 16:50;3495;3495;0;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;19836;2B;2B009;Aléria;18/06/2024 16:51;3000;0;3000;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20132;13;13066;Noves;20/06/2024 13:31;200;200;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27625;2A;2A061;Carbini;21/06/2024 10:53;10;0;10;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;19853;34;34237;Roujan;21/06/2024 14:22;10474;10474;0;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;20207;13;13117;Vitrolles;21/06/2024 14:23;300;300;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20208;13;13073;Peypin;21/06/2024 15:35;5;5;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;20210;13;13060;Meyreuil;22/06/2024 17:54;4;4;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20821;11;11145;Fleury;23/06/2024 10:24;10;0;10;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20209;13;13056;Martigues;23/06/2024 16:14;30;30;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;20383;13;13040;Fuveau;23/06/2024 17:16;3000;3000;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;27021;40;40200;Moustey;24/06/2024 15:38;3000;3000;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20384;13;13100;Saint-Rémy-de-Provence;24/06/2024 23:58;1;1;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21196;13;13028;La Ciotat;25/06/2024 00:20;24;24;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;20385;13;13102;Saint-Victoret;25/06/2024 09:48;50;50;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20825;11;11014;Armissan;25/06/2024 11:45;200;0;200;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;20827;11;11433;Villeneuve-Minervois;25/06/2024 21:53;200;0;200;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20828;11;11431;Villeneuve-les-Corbières;26/06/2024 01:57;50;0;50;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21199;13;13039;Fos-sur-Mer;26/06/2024 15:15;2;2;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;21201;13;13028;La Ciotat;26/06/2024 15:19;2;2;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21200;13;13092;Saint-Chamas;26/06/2024 15:41;100;100;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27626;2A;2A004;Ajaccio;26/06/2024 17:30;1200;0;1200;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;21198;13;13067;Orgon;26/06/2024 17:30;4;4;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;21197;13;13060;Meyreuil;26/06/2024 18:40;5;5;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;21203;13;13112;Velaux;27/06/2024 09:25;2;2;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20264;56;56167;Plougoumelen;27/06/2024 13:25;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20830;11;11421;Villedaigne;27/06/2024 13:50;50;0;50;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20265;56;56070;Guégon;28/06/2024 10:16;30;30;;0;0;0;;;;;Estimées;;;Non;;;;
2024;26729;33;33284;Mios;28/06/2024 11:56;2500;2500;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20836;11;11392;Tournissan;28/06/2024 22:50;1700;0;100;0;1600;0;;;;;Mesurées;;;Non;;;;
2024;26541;17;17118;Corignac;29/06/2024 00:36;5400;5400;;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;27627;2A;2A098;Coti-Chiavari;29/06/2024 14:15;37000;0;37000;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;21212;13;13001;Aix-en-Provence;30/06/2024 13:06;5000;5000;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;21210;13;13062;Mimet;30/06/2024 13:42;10;10;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;26730;33;33057;Blasimon;01/07/2024 13:11;200;200;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;28428;30;30093;Conqueyrac;01/07/2024 16:20;139;139;;;;;;;;;Mesurées;;Malveillance;Non;;;;
2024;21213;13;13097;Saint-Martin-de-Crau;01/07/2024 16:20;14441;0;14441;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;28427;30;30093;Conqueyrac;01/07/2024 16:30;118;118;;;;;;;;;Mesurées;;Malveillance;Non;;;;
2024;20266;56;56070;Guégon;01/07/2024 17:29;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20185;34;34332;Vias;01/07/2024 18:50;51436;0;51436;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;24359;08;08302;Monthermé;01/07/2024 21:36;150;150;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;21217;13;13077;Port-de-Bouc;02/07/2024 11:43;2;2;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;20838;11;11379;Sigean;02/07/2024 13:48;290900;35000;255900;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;20030;66;66106;Maureillas-las-Illas;02/07/2024 16:05;35;35;0;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;21219;13;13001;Aix-en-Provence;03/07/2024 10:44;10;10;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;27061;40;40327;Vielle-Soubiran;03/07/2024 12:19;8000;8000;;0;0;0;;;;;Mesurées;;Accidentelle;Non;0;0;0;
2024;28700;07;07200;Le Roux;03/07/2024 15:00;1;0;1;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;27473;16;16119;Dignac;03/07/2024 15:21;2720;2720;;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;0;0;0;
2024;26731;33;33450;Saint-Michel-de-Castelnau;03/07/2024 15:24;1000;1000;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20175;34;34217;Prades-le-Lez;03/07/2024 16:41;7526;7526;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;25039;85;85213;Rives de l'Yon;03/07/2024 17:09;1;1;;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;20841;11;11037;Berriac;03/07/2024 19:07;200;0;200;0;0;0;;;;;Mesurées;;;Non;;;;
2024;21223;13;13056;Martigues;03/07/2024 21:51;2;2;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;27629;2A;2A271;Sarrola-Carcopino;04/07/2024 10:09;158;0;158;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20050;04;04070;Digne-les-Bains;04/07/2024 14:03;400;60;0;340;0;0;;;;;Mesurées;;;Non;;;;
2024;20051;04;04166;Riez;04/07/2024 14:52;110;110;0;0;0;0;;;;;Mesurées;5;;Non;;;;
2024;20270;56;56013;Belz;04/07/2024 15:52;200;200;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20844;11;11144;Fitou;04/07/2024 15:57;500;0;500;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20043;66;66190;Salses-le-Château;04/07/2024 15:59;30;0;30;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20044;66;66190;Salses-le-Château;04/07/2024 15:59;3000;0;3000;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;20045;66;66190;Salses-le-Château;04/07/2024 15:59;500;0;500;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;27474;16;16119;Dignac;04/07/2024 17:40;10;10;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;21226;13;13085;Roquefort-la-Bédoule;04/07/2024 18:21;60;60;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;20267;56;56096;Landaul;04/07/2024 19:04;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20161;34;34242;Saint-Bauzille-de-Montmel;04/07/2024 21:28;140;140;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;20160;34;34061;Causses-et-Veyran;04/07/2024 21:32;1621;1621;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;21225;13;13002;Allauch;04/07/2024 23:02;200;200;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27628;2A;2A070;Casaglione;04/07/2024 23:33;20;0;20;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;27631;2A;2A181;Ocana;05/07/2024 14:45;20;0;20;0;0;0;;;;;Mesurées;;;Non;;;;
2024;20271;56;56171;Pluherlin;05/07/2024 15:52;1000;1000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27630;2A;2A189;Olmeto;05/07/2024 18:05;150;0;150;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;25831;72;72260;Ruaudin;06/07/2024 17:23;60;60;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20151;34;34028;Bédarieux;06/07/2024 21:33;15;15;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;26736;33;33056;Blanquefort;07/07/2024 18:30;100;100;;0;0;0;;;;;Estimées;;Malveillance;Non;0;0;0;
2024;20269;56;56243;Séné;07/07/2024 18:31;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
2024;23938;59;59491;Raismes;07/07/2024 19:25;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27632;2A;2A247;Porto-Vecchio;07/07/2024 22:56;20;0;20;0;0;0;;;;;Mesurées;;;Non;;;;
2024;26737;33;33214;Lacanau;08/07/2024 12:24;2000;2000;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;21228;13;13077;Port-de-Bouc;08/07/2024 13:09;80;80;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27634;2A;2A345;Vero;08/07/2024 13:49;25;0;25;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;21230;13;13074;Peyrolles-en-Provence;08/07/2024 15:25;802;802;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;27633;2A;2A004;Ajaccio;08/07/2024 16:10;25;0;25;0;0;0;;;;;Estimées;;;Non;;;;
2024;21229;13;13073;Peypin;08/07/2024 18:44;70;70;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;20853;11;11395;Trassanel;08/07/2024 19:13;4030;0;4030;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;21231;13;13001;Aix-en-Provence;08/07/2024 20:10;10;10;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;20239;06;06120;Saint-Étienne-de-Tinée;09/07/2024 10:11;25;0;25;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;21232;13;13028;La Ciotat;09/07/2024 12:07;330;330;0;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;20282;13;13055;Marseille;09/07/2024 12:55;50;0;50;0;0;0;;;;;Estimées;2;;Non;;;;
2024;23244;38;38149;Domarin;09/07/2024 13:29;3;3;;0;0;0;;;;;Estimées;;;Non;;;;
2024;21235;13;13048;Jouques;09/07/2024 14:57;10;10;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;21233;13;13048;Jouques;09/07/2024 15:40;10;10;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;27635;2A;2A198;Ota;09/07/2024 15:49;2500;0;2500;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;21234;13;13001;Aix-en-Provence;09/07/2024 18:38;500;500;0;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;20206;46;46312;Strenquels;09/07/2024 21:19;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27379;77;77442;Samoreau;10/07/2024 12:47;3;3;;0;0;0;;;;;Estimées;;;Non;;;;
2024;21236;13;13100;Saint-Rémy-de-Provence;10/07/2024 15:20;50;50;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;20242;06;06154;Valderoure;10/07/2024 18:20;25;0;25;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;20360;2B;2B079;Castello-di-Rostino;11/07/2024 10:57;70300;0;70300;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;20273;66;66137;Le Perthus;11/07/2024 14:33;50;50;0;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;20302;34;34031;Bessan;11/07/2024 17:32;21746;0;21746;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;24757;07;07024;Banne;11/07/2024 23:16;3000;0;3000;0;0;0;;;;;Estimées;1;Naturelle;Non;;;;
2024;28007;84;84017;Bédoin;12/07/2024 12:15;2;2;0;0;0;0;;;;;Mesurées;5;Involontaire (particulier);Non;;;;
2024;27380;77;77006;Arbonne-la-Forêt;12/07/2024 13:16;2000;2000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;28443;30;30159;Le Martinet;12/07/2024 16:10;136;136;;;;;;;;;Mesurées;;;Non;;;;
2024;21237;13;13071;Les Pennes-Mirabeau;12/07/2024 18:46;600;600;0;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;21499;04;04236;Vergons;12/07/2024 20:47;26700;26700;0;0;0;0;;;;;Mesurées;4;Naturelle;Non;;;;
2024;21240;13;13044;Grans;13/07/2024 10:03;300;300;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;21238;13;13071;Les Pennes-Mirabeau;13/07/2024 15:27;50;50;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;20298;34;34147;Magalas;13/07/2024 17:24;988;988;0;0;0;0;;;;;Mesurées;3;Involontaire (travaux);Non;;;;
2024;26741;33;33417;Sainte-Hélène;13/07/2024 17:58;1500;1500;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20891;34;34095;Fabrègues;13/07/2024 18:48;173;0;173;0;0;0;;;;;Mesurées;1;;Non;;;;
