Année;Numéro;Département;Code INSEE;Nom de la commune;Date de première alerte;Surface parcourue (m2);Surface forêt (m2);Surface maquis garrigues (m2);Autres surfaces naturelles hors forêt (m2);Surfaces agricoles (m2);Autres surfaces (m2);Surface autres terres boisées (m2);Surfaces non boisées naturelles (m2);Surfaces non boisées artificialisées (m2);Surfaces non boisées (m2);Précision des surfaces;Type de peuplement;Nature;Décès ou bâtiments touchés;Nombre de décès;Nombre de bâtiments totalement détruits;Nombre de bâtiments partiellement détruits;Précision de la donnée
2024;27003;40;40312;Tarnos;18/03/2024 07:06;50;50;;0;0;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;27002;40;40134;Labouheyre;18/03/2024 15:24;4483;4483;;0;0;0;;;;;Mesurées;;Accidentelle;Non;0;0;0;
2024;18852;34;34178;Murviel-lès-Béziers;19/03/2024 11:50;722;722;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;18762;2B;2B143;Linguizzetta;19/03/2024 14:37;30;0;30;0;0;0;;;;;Estimées;;;Non;;;;
2024;18999;30;30028;Bagnols-sur-Cèze;19/03/2024 16:15;132;132;0;0;0;0;;;;;Mesurées;4;Accidentelle;Non;;;;
2024;20647;11;11258;Moussan;19/03/2024 18:22;4000;4000;0;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;28765;07;07313;Serrières;19/03/2024 19:56;10;0;10;0;0;0;;;;;Estimées;5;;Non;;;;
2024;18847;34;34270;Saint-Jean-de-Védas;20/03/2024 08:12;13;0;13;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;27824;84;84089;Pertuis;20/03/2024 12:30;47000;2300;0;0;0;44700;;;;;Mesurées;;;Non;;;;
2024;26881;24;24520;Sarlat-la-Canéda;20/03/2024 15:00;300;300;;0;0;0;;;;;Estimées;;Malveillance;Non;0;0;0;
2024;18763;2B;2B039;Bisinchi;20/03/2024 16:17;5000;0;5000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;19317;13;13092;Saint-Chamas;20/03/2024 18:04;300;300;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27250;03;03271;Serbannes;20/03/2024 18:12;20000;20000;;0;0;0;;;;;Mesurées;;;Non;;;;
2024;23273;38;38106;Cholonge;20/03/2024 18:31;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;18764;2B;2B346;Vescovato;20/03/2024 19:00;2000;0;2000;0;0;0;;;;;Estimées;;;Non;;;;
2024;18844;34;34132;Lauroux;21/03/2024 11:27;1036;1036;0;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;18842;34;34286;Saint-Privat;21/03/2024 13:54;7941;0;7941;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;19313;13;13094;Saint-Étienne-du-Grès;21/03/2024 14:35;60;60;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;22218;971;97122;Port-Louis;21/03/2024 15:00;71400;7000;;64400;0;0;;;;;Mesurées;;Malveillance;Non;;;;Données partielles ou non valides
2024;20651;11;11125;Embres-et-Castelmaure;21/03/2024 15:33;11800;0;11800;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;28853;07;07144;Loubaresse;21/03/2024 15:38;60000;0;60000;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;19137;04;04116;Les Mées;21/03/2024 18:25;80;0;80;0;0;0;;;;;Mesurées;1;;Non;;;;
2024;18765;2B;2B356;Zalana;22/03/2024 12:10;100;0;100;0;0;0;;;;;Estimées;;;Non;;;;
2024;28837;07;07093;Genestelle;22/03/2024 14:59;8000;0;8000;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;28846;07;07096;Gluiras;22/03/2024 16:02;15000;15000;0;0;0;0;;;;;Estimées;3;Involontaire (travaux);Non;;;;
2024;27829;84;84130;Suzette;22/03/2024 16:13;647;647;0;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;19045;48;48028;Les Bondons;22/03/2024 18:46;61700;1800;0;59900;0;0;;;;;Mesurées;1;Malveillance;;;;;Données partielles ou non valides
2024;28800;07;07166;Nozières;22/03/2024 18:51;100;100;0;0;0;0;;;;;Estimées;3;;Non;;;;
2024;18768;2B;2B167;Montegrosso;23/03/2024 10:52;10;0;10;0;0;0;;;;;Estimées;;;Non;;;;
2024;18836;34;34286;Saint-Privat;23/03/2024 11:20;2905;0;2905;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;18835;34;34093;Dio-et-Valquières;23/03/2024 11:33;5257;0;5257;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;18772;2B;2B073;Casamaccioli;23/03/2024 11:59;800000;0;800000;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;18771;2B;2B073;Casamaccioli;23/03/2024 11:59;150000;0;150000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;26055;972;97213;Le Lamentin;23/03/2024 13:08;200;200;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;18774;2B;2B210;Pero-Casevecchie;23/03/2024 13:48;15000;15000;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;19046;48;48127;Monts-de-Randon;23/03/2024 15:02;3901;1;0;3900;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;28921;19;19227;Saint-Mexant;23/03/2024 15:12;400;400;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;0;0;0;
2024;19094;66;66127;Opoul-Périllos;23/03/2024 17:14;6230;0;6230;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;19134;30;30051;Branoux-les-Taillades;23/03/2024 23:43;316;316;0;0;0;0;;;;;Mesurées;3;;Non;;;;
2024;19135;30;30051;Branoux-les-Taillades;23/03/2024 23:43;367;367;0;0;0;0;;;;;Mesurées;3;;Non;;;;
2024;27834;84;84047;Gargas;24/03/2024 00:16;400;400;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;18775;2B;2B227;Pietricaggio;24/03/2024 05:32;10000;0;10000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;19318;13;13084;La Roque-d'Anthéron;24/03/2024 08:12;400;400;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;27838;84;84047;Gargas;24/03/2024 10:47;1;1;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;18824;34;34178;Murviel-lès-Béziers;24/03/2024 11:01;4375;4375;0;0;0;0;;;;;Mesurées;1;Malveillance;Non;;;;
2024;18776;2B;2B356;Zalana;24/03/2024 12:09;20000;0;20000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;18777;2B;2B281;Sisco;24/03/2024 13:10;1500;0;1500;0;0;0;;;;;Estimées;;;Non;;;;
2024;23194;38;38111;Claix;24/03/2024 13:12;1;1;;0;0;0;;;;;Estimées;;;Non;;;;
2024;18778;2B;2B112;Feliceto;24/03/2024 15:27;15000;0;15000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;18780;2B;2B145;Loreto-di-Casinca;24/03/2024 16:16;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;18781;2B;2B123;Ghisonaccia;24/03/2024 19:28;100;0;100;0;0;0;;;;;Estimées;;;Non;;;;
2024;18782;2B;2B042;Borgo;24/03/2024 19:29;1000;0;1000;0;0;0;;;;;Estimées;;;Non;;;;
2024;20659;11;11393;Tourouzelle;25/03/2024 11:51;500;0;500;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;28733;07;07286;Saint-Pierreville;25/03/2024 12:04;2;2;0;0;0;0;;;;;Estimées;3;Involontaire (travaux);Non;;;;
2024;28839;07;07315;La Souche;25/03/2024 12:08;10000;10000;0;0;0;0;;;;;Estimées;3;Involontaire (particulier);Non;;;;
2024;27005;40;40224;Peyrehorade;25/03/2024 15:08;1;1;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20662;11;11433;Villeneuve-Minervois;27/03/2024 10:15;20;0;20;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;19050;2B;2B242;Poggio-Mezzana;28/03/2024 13:25;60000;0;60000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27096;64;64227;Gabaston;28/03/2024 21:04;180;20;;0;0;160;;;;;Estimées;;Involontaire (particulier);Non;0;0;0;
2024;20664;11;11148;Fontcouverte;29/03/2024 17:19;100;0;100;0;0;0;;;;;Mesurées;;Accidentelle;Non;;;;
2024;26067;972;97213;Le Lamentin;29/03/2024 17:47;1000;1000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;18898;15;15153;Pleaux;29/03/2024 20:05;1000;1000;;0;0;0;;;;;Estimées;;Naturelle;Non;;;;
2024;19053;2B;2B184;Olcani;31/03/2024 15:26;200;0;200;0;0;0;;;;;Estimées;;;Non;;;;
2024;27686;51;51569;Thillois;31/03/2024 23:10;5;5;;0;0;0;;;;;Estimées;;;Non;;;;Données partielles ou non valides
2024;20669;11;11379;Sigean;03/04/2024 15:33;1000;1000;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19056;2B;2B195;Ortiporio;03/04/2024 16:43;100;0;100;0;0;0;;;;;Estimées;;;Non;;;;
2024;19057;2B;2B145;Loreto-di-Casinca;03/04/2024 18:44;15000;0;15000;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27007;40;40155;Linxe;04/04/2024 14:36;500;500;;0;0;0;;;;;Estimées;;;Oui;0;1;0;
2024;19121;66;66019;Bélesta;04/04/2024 14:42;4000;0;4000;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;23197;38;38347;Roybon;04/04/2024 16:13;5000;5000;;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;27006;40;40134;Labouheyre;04/04/2024 20:05;2;2;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;0;0;0;
2024;19143;04;04174;Saint-Benoît;05/04/2024 11:48;86400;86400;0;0;0;0;;;;;Mesurées;3;Accidentelle;Non;;;;
2024;26886;24;24205;Grignols;05/04/2024 15:17;1000;1000;;0;0;0;;;;;Estimées;;Accidentelle;Non;0;0;0;
2024;19047;48;48053;Cubières;05/04/2024 19:38;24900;13300;0;0;0;11600;;;;;Mesurées;1;Involontaire (travaux);;;;;Données partielles ou non valides
2024;19048;48;48053;Cubières;06/04/2024 01:00;150;0;150;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;28841;07;07209;Saint-Andéol-de-Fourchades;06/04/2024 11:43;10000;0;10000;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;19059;2B;2B167;Montegrosso;06/04/2024 11:57;4000;0;4000;0;0;0;;;;;Estimées;;;Non;;;;
2024;26633;87;87065;Feytiat;06/04/2024 12:03;20;20;;0;0;0;;;;;Mesurées;;;Non;0;0;0;
2024;19225;39;39339;Chassal-Molinges;06/04/2024 15:21;80000;80000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20670;11;11129;Espéraza;06/04/2024 15:41;5000;0;5000;0;0;0;;;;;Mesurées;;;Non;;;;
2024;28919;19;19130;Maussac;06/04/2024 17:06;500;500;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;0;0;0;
2024;27099;64;64256;Hasparren;06/04/2024 19:12;200;200;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;28330;07;07315;La Souche;06/04/2024 21:45;15000;0;15000;0;0;0;;;;;Estimées;1;Involontaire (particulier);Oui;1;0;0;
2024;27850;84;84101;La Roque-sur-Pernes;06/04/2024 22:55;1;1;0;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;19319;13;13001;Aix-en-Provence;06/04/2024 23:54;10;10;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;20070;63;63468;Vollore-Montagne;07/04/2024 11:03;350;350;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27852;84;84047;Gargas;07/04/2024 16:30;200;200;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;27219;2A;2A310;Santa-Maria-Figaniella;08/04/2024 12:35;1500;0;1500;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19049;81;81128;Lacrouzette;08/04/2024 12:59;100;100;;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;19144;04;04047;Champtercier;08/04/2024 13:03;19700;19700;0;0;0;0;;;;;Mesurées;5;Accidentelle;Non;;;;
2024;23271;38;38410;Saint-Lattier;08/04/2024 14:17;200;200;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;19142;06;06049;Courmes;08/04/2024 16:28;3000;0;3000;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;19278;26;26043;Beauvoisin;08/04/2024 16:31;50;50;0;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;26888;24;24147;Cubjac-Auvézère-Val d'Ans;08/04/2024 16:36;1000;1000;;0;0;0;;;;;Estimées;;Malveillance;Non;0;0;0;
2024;19227;2B;2B069;Casabianca;08/04/2024 18:11;300;0;300;0;0;0;;;;;Estimées;;;Non;;;;
2024;19320;13;13063;Miramas;08/04/2024 18:33;20;20;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19343;15;15082;Junhac;08/04/2024 19:30;80000;30000;;50000;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;23198;38;38126;Corenc;08/04/2024 20:23;100;100;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19344;15;15025;Albepierre-Bredons;08/04/2024 21:00;500;500;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;19228;2B;2B037;Biguglia;09/04/2024 20:05;4000;0;4000;0;0;0;;;;;Estimées;;;Non;;;;
2024;20099;56;56006;Augan;09/04/2024 21:13;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;27857;84;84083;Mornas;10/04/2024 10:28;1;1;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;19323;13;13033;Ensuès-la-Redonne;10/04/2024 13:58;300;300;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19321;13;13067;Orgon;10/04/2024 15:07;200;200;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19322;13;13048;Jouques;10/04/2024 17:07;50;50;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;19189;04;04230;Valensole;11/04/2024 15:59;1400;1400;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;19200;66;66049;Céret;11/04/2024 16:01;1;1;0;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;20676;11;11244;Montfort-sur-Boulzane;11/04/2024 16:27;4;4;0;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20075;63;63162;Fournols;11/04/2024 19:26;20;20;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19336;13;13063;Miramas;12/04/2024 10:55;20;20;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19788;972;97212;Gros-Morne;12/04/2024 13:27;90;70;;20;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;19229;2B;2B087;Cervione;12/04/2024 13:34;1000;0;1000;0;0;0;;;;;Estimées;;;Non;;;;
2024;26128;972;97207;Ducos;12/04/2024 13:54;5;5;;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;20347;67;67324;Niederbronn-les-Bains;12/04/2024 15:27;20000;20000;;0;0;0;;;;;Mesurées;;;Non;;;;
2024;25950;73;73257;Les Belleville;12/04/2024 15:58;300;300;;0;0;0;;;;;Mesurées;;;;;;;Données partielles ou non valides
2024;28817;07;07200;Le Roux;12/04/2024 20:20;500;500;0;0;0;0;;;;;Estimées;3;;Non;;;;
2024;19335;13;13101;Saint-Savournin;13/04/2024 01:46;20;20;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19205;66;66079;Finestret;13/04/2024 12:12;1000;1000;0;0;0;0;;;;;Estimées;;Accidentelle;Non;;;;
2024;28852;07;07153;Mayres;13/04/2024 12:55;40000;0;40000;0;0;0;;;;;Estimées;5;Involontaire (travaux);Non;;;;
2024;25812;72;72158;Lavaré;13/04/2024 14:15;60000;60000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19334;13;13040;Fuveau;13/04/2024 15:24;30;30;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19332;13;13045;Graveson;13/04/2024 17:01;30;30;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19230;2B;2B206;Penta-Acquatella;13/04/2024 17:12;6000;0;6000;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;28349;30;30137;Lamelouze;13/04/2024 17:40;1000;1000;;;;;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;28804;07;07015;Arras-sur-Rhône;13/04/2024 19:46;200;200;0;0;0;0;;;;;Estimées;3;Involontaire (travaux);Non;;;;
2024;19333;13;13041;Gardanne;13/04/2024 20:33;100;100;0;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;26571;23;23025;Bonnat;13/04/2024 21:37;500;500;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;0;0;0;
2024;19210;66;66138;Peyrestortes;14/04/2024 03:16;400;400;0;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;27220;2A;2A040;Bocognano;14/04/2024 11:25;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;27221;2A;2A154;Marignana;14/04/2024 12:00;100;0;100;0;0;0;;;;;Mesurées;;Malveillance;Non;;;;
2024;27222;2A;2A103;Cuttoli-Corticchiato;14/04/2024 12:50;10;0;10;0;0;0;;;;;Estimées;;;Non;;;;
2024;20101;56;56143;Muzillac;14/04/2024 14:37;300;300;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19226;48;48075;Ispagnac;14/04/2024 16:20;65200;18100;0;0;0;47100;;;;;Mesurées;1;Involontaire (travaux);;;;;Données partielles ou non valides
2024;19231;2B;2B229;Pietroso;15/04/2024 20:41;2500;0;2500;0;0;0;;;;;Estimées;;;Non;;;;
2024;19232;2B;2B124;Ghisoni;16/04/2024 06:46;300;0;300;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;20116;13;13104;Sausset-les-Pins;16/04/2024 11:47;5;5;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19331;13;13104;Sausset-les-Pins;16/04/2024 11:47;5;5;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19233;2B;2B093;Corbara;16/04/2024 13:40;1500;0;1500;0;0;0;;;;;Estimées;;;Non;;;;
2024;20688;11;11259;Moussoulens;16/04/2024 14:09;400;0;400;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;20689;11;11395;Trassanel;16/04/2024 15:14;100;0;100;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;20117;13;13014;Berre-l'Étang;16/04/2024 19:48;200;200;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19330;13;13001;Aix-en-Provence;16/04/2024 19:48;200;200;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19410;66;66075;Eyne;17/04/2024 11:22;5;5;0;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;20696;11;11262;Narbonne;17/04/2024 17:12;7500;0;7500;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19472;34;34188;Olmet-et-Villecun;18/04/2024 12:10;735;735;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;19264;34;34188;Olmet-et-Villecun;18/04/2024 12:10;1;1;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;19470;34;34188;Olmet-et-Villecun;18/04/2024 12:10;253;253;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;19471;34;34188;Olmet-et-Villecun;18/04/2024 12:10;4416;4416;0;0;0;0;;;;;Mesurées;3;Malveillance;Non;;;;
2024;19473;34;34188;Olmet-et-Villecun;18/04/2024 12:10;1082;1082;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;20102;56;56172;Plumelec;18/04/2024 18:30;5000;5000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19301;13;13055;Marseille;18/04/2024 19:45;1100;0;1100;0;0;0;;;;;Estimées;1;Malveillance;Non;;;;
2024;19257;34;34188;Olmet-et-Villecun;19/04/2024 13:42;1;1;0;0;0;0;;;;;Mesurées;4;Malveillance;Non;;;;
2024;20103;56;56200;Ruffiac;19/04/2024 15:33;8000;8000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20705;11;11334;Sainte-Camelle;19/04/2024 18:55;50;0;50;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;19377;13;13055;Marseille;19/04/2024 20:13;10;0;10;0;0;0;;;;;Estimées;1;;Non;;;;
2024;19417;66;66154;Puyvalador;20/04/2024 12:08;20;20;0;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;19418;66;66189;Saleilles;20/04/2024 12:42;28635;28635;0;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19250;34;34188;Olmet-et-Villecun;20/04/2024 14:51;1;1;0;0;0;0;;;;;Estimées;4;Malveillance;Non;;;;
2024;27223;2A;2A247;Porto-Vecchio;20/04/2024 16:00;25000;0;20000;0;0;5000;;;;;Mesurées;;;Non;;;;
2024;26849;33;33519;Le Taillan-Médoc;20/04/2024 16:28;15000;15000;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20118;13;13004;Arles;20/04/2024 17:01;10000;10000;0;0;0;0;;;;;Estimées;1;Involontaire (travaux);Non;;;;
2024;20710;11;11322;Roquefort-des-Corbières;20/04/2024 17:06;2800;0;2800;0;0;0;;;;;Mesurées;4;Involontaire (particulier);Non;;;;
2024;20711;11;11262;Narbonne;20/04/2024 17:30;94800;0;94800;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;27878;84;84123;Sault;21/04/2024 17:26;2;2;;;;;;;;;Estimées;;;Non;;;;
2024;19329;13;13066;Noves;21/04/2024 19:59;500;0;500;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;20119;13;13066;Noves;21/04/2024 19:59;500;500;0;0;0;0;;;;;Estimées;1;Accidentelle;Oui;0;1;0;
2024;19327;13;13077;Port-de-Bouc;21/04/2024 21:43;500;500;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;20120;13;13077;Port-de-Bouc;21/04/2024 21:43;500;500;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;19325;13;13071;Les Pennes-Mirabeau;22/04/2024 15:20;200;200;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;20122;13;13071;Les Pennes-Mirabeau;22/04/2024 15:20;200;200;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;19326;13;13022;Cassis;22/04/2024 17:43;5;5;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;20121;13;13022;Cassis;22/04/2024 17:43;5;5;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;27188;86;86163;Montamisé;22/04/2024 17:55;10000;10000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;26705;33;33480;Saint-Sulpice-de-Faleyrens;22/04/2024 18:42;50;50;;0;0;0;;;;;Estimées;;;Non;0;0;0;
2024;20123;13;13071;Les Pennes-Mirabeau;22/04/2024 20:41;10000;10000;0;0;0;0;;;;;Mesurées;1;Accidentelle;Non;;;;
2024;19324;13;13071;Les Pennes-Mirabeau;22/04/2024 20:41;10000;10000;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;20725;11;11369;Sallèles-d'Aude;23/04/2024 00:12;100;0;100;0;0;0;;;;;Mesurées;;Involontaire (particulier);Non;;;;
2024;27882;84;84012;Beaumes-de-Venise;23/04/2024 11:54;550;550;0;0;0;0;;;;;Mesurées;;Involontaire (travaux);Non;;;;
2024;20126;13;13050;Lambesc;23/04/2024 13:58;50;50;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19487;48;48148;Saint-Étienne-Vallée-Française;23/04/2024 14:26;1104;1100;0;0;0;4;;;;;Mesurées;3;Accidentelle;Non;;;;
2024;20330;49;49138;Les Bois d'Anjou;23/04/2024 14:57;5000;5000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20104;56;56114;Locmaria;23/04/2024 15:44;30;30;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20124;13;13063;Miramas;23/04/2024 16:13;200;200;0;0;0;0;;;;;Estimées;1;;Non;;;;
2024;28849;07;07254;Saint-Julien-du-Serre;23/04/2024 17:18;20000;20000;0;0;0;0;;;;;Estimées;4;Involontaire (particulier);Non;;;;
2024;25161;50;50029;Barenton;23/04/2024 20:08;6000;6000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20125;13;13015;Bouc-Bel-Air;23/04/2024 20:53;10;10;0;0;0;0;;;;;Estimées;1;Accidentelle;Non;;;;
2024;25814;72;72058;Changé;23/04/2024 23:45;7000;7000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19362;26;26189;Montauban-sur-l'Ouvèze;24/04/2024 10:18;5000;5000;0;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;20127;13;13038;Fontvieille;24/04/2024 11:21;300;300;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;19394;34;34235;Rosis;24/04/2024 14:13;711;711;0;0;0;0;;;;;Mesurées;1;Involontaire (travaux);Non;;;;
2024;25815;72;72187;Marigné-Laillé;24/04/2024 15:48;20000;20000;;0;0;0;;;;;Estimées;;;Non;;;;
2024;20733;11;11262;Narbonne;24/04/2024 15:55;5000;0;5000;0;0;0;;;;;Mesurées;1;Involontaire (particulier);Non;;;;
2024;19378;06;06031;Cantaron;25/04/2024 12:48;100;0;100;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;27890;84;84118;Saint-Saturnin-lès-Apt;25/04/2024 14:44;40;40;0;0;0;0;;;;;Estimées;;;Non;;;;
2024;19628;74;74244;Saint-Laurent;26/04/2024 11:11;10;10;;0;0;0;;;;;Estimées;;Involontaire (particulier);Non;;;;
2024;19434;66;66103;Marquixanes;27/04/2024 16:36;700;700;0;0;0;0;;;;;Estimées;;Malveillance;Non;;;;
2024;19506;2B;2B177;Noceta;29/04/2024 18:54;250;0;250;0;0;0;;;;;Estimées;;;Non;;;;
2024;27224;2A;2A272;Sartène;30/04/2024 10:30;100;0;100;0;0;0;;;;;Estimées;;;Non;;;;
2024;27225;2A;2A212;Piana;30/04/2024 12:15;50;0;50;0;0;0;;;;;Estimées;;;Non;;;;
2024;19507;2B;2B172;Murato;30/04/2024 13:45;10;0;10;0;0;0;;;;;Estimées;;;Non;;;;
2024;26174;972;97213;Le Lamentin;04/05/2024 13:29;50;50;;0;0;0;;;;;Estimées;;;Non;;;;
2024;19671;29;29232;Quimper;06/05/2024 20:53;5;5;;0;0;0;;;;;Mesurées;;;Non;;;;
2024;19509;2B;2B088;Chiatra;06/05/2024 21:17;600;0;600;0;0;0;;;;;Estimées;;;Non;;;;
2024;19510;2B;2B314;Santo-Pietro-di-Tenda;07/05/2024 16:15;2000;0;2000;0;0;0;;;;;Estimées;;Involontaire (travaux);Non;;;;
2024;20128;13;13056;Martigues;08/05/2024 14:52;200;200;0;0;0;0;;;;;Estimées;1;Involontaire (particulier);Non;;;;
2024;25816;72;72385;Yvré-le-Pôlin;08/05/2024 19:21;10;10;;0;0;0;;;;;Estimées;;;Non;;;;
